appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
327400,Sid Meier's Colonization (Classic)        ,2014-10-09,0,0,272,30,0,0
327410,A Bird Story                              ,2014-11-07,0,1,5987,1147,257,476
327440,Hail to the King: Deathbat                ,2014-10-30,0,10,147,35,0,0
327450,Ballads of Reemus: When the Bed Bites     ,2015-04-27,0,0,27,1,0,0
327500,Zenzizenzic                               ,2015-07-23,0,210,70,7,0,0
327510,WASTED                                    ,2016-06-07,0,21,742,241,172,172
327520,Traverser                                 ,2015-07-09,0,20,59,23,0,0
327560,Near Death                                ,2016-08-02,0,18,555,54,62,62
327640,CaesarIA                                  ,2015-01-20,0,3,767,451,13,26
327650,May’s Mysteries: The Secret of Dragonvil,2014-10-15,0,0,24,32,0,0
327670,Ironcast                                  ,2015-03-26,0,30,511,122,0,0
327740,TRON 2.0                                  ,2014-10-10,0,0,318,37,0,0
327760,Bacon Man: An Adventure                   ,2018-03-06,0,36,24,4,0,0
327860,Salt                                      ,2018-02-06,0,29,1234,340,0,0
327880,Sublevel Zero Redux                       ,2015-10-08,0,27,412,49,0,0
327890,I am Bread                                ,2015-04-09,0,35,4088,1174,146,168
327910,7th Legion                                ,2014-10-23,0,0,35,26,0,0
327920,BloodNet                                  ,2014-10-17,0,0,14,16,0,0
327930,Darklands                                 ,2014-10-17,0,0,119,9,0,0
327940,Dragonsphere                              ,2014-10-17,0,0,14,3,0,0
327950,Sword of the Samurai                      ,2014-10-17,0,0,102,8,0,0
327960,Journey of the King                       ,2014-12-15,0,4,5,18,0,0
327980,Dragon Fantasy: The Volumes of Westeria   ,2015-04-09,0,12,21,3,0,0
328000,Dragon Fantasy: The Black Tome of Ice     ,2016-05-26,0,30,9,8,0,0
328070,Reflex Arena                              ,2017-03-08,0,0,1224,221,0,0
328080,Rise to Ruins                             ,2014-10-27,0,0,2850,279,432,438
328100,Gunspell - Steam Edition                  ,2014-11-07,0,0,150,125,0,0
328220,Wild Season                               ,2015-12-07,0,0,140,210,0,0
328270,Leviathan: The Last Day of the Decade     ,2014-11-18,0,17,462,105,0,0
328310,Logistics Company                         ,2014-11-05,0,0,29,55,0,0
328430,Rex Nebular and the Cosmic Gender Bender  ,2014-10-17,0,0,17,9,0,0
328440,Deadlock: Planetary Conquest              ,2014-10-23,0,0,13,43,0,0
328450,Deadlock II: Shrine Wars                  ,2014-10-23,0,0,27,11,0,0
328460,Redline                                   ,2014-10-23,0,0,49,24,0,0
328470,Slave Zero                                ,2014-10-23,0,0,118,15,0,0
328500,Potatoman Seeks the Troof                 ,2014-12-03,0,2,398,142,365,365
328510,Monsters and Monocles                     ,2016-08-16,0,0,81,16,0,0
328550,Thieves' Gambit: The Curse of the Black Ca,2014-10-17,0,27,22,5,0,0
328590,Don't Knock Twice                         ,2017-09-05,0,28,174,51,187,187
328600,Frozen Synapse Prime                      ,2014-11-14,0,30,189,103,0,0
328640,Rock Zombie                               ,2014-11-20,0,27,21,16,0,0
328650,Knight of the Hamsters                    ,2015-04-15,0,7,9,5,0,0
328670,Deer Hunt Legends                         ,2015-01-16,0,0,13,33,0,0
328680,Crab Cakes Rescue                         ,2014-11-14,0,15,35,22,283,341
328710,One Last Day                              ,2015-04-28,0,12,72,33,0,0
328740,Bit Odyssey                               ,2015-01-20,0,0,20,18,0,0
328760,SanctuaryRPG: Black Edition               ,2015-02-13,0,0,1218,96,334,492
328780,Vampires: Guide Them to Safety!           ,2014-10-22,0,32,36,5,0,0
328830,Rugby Union Team Manager 2015             ,2014-12-03,0,0,45,34,0,0
328880,Space Legends: At the Edge of the Universe,2014-11-24,0,0,49,59,0,0
328890,Fritz for Fun 13                          ,2014-12-10,0,0,14,9,0,0
328900,B-17 Flying Fortress: The Mighty 8th      ,2014-10-30,0,0,37,10,0,0
328920,F-117A Nighthawk Stealth Fighter 2.0      ,2014-10-30,0,0,56,13,0,0
328930,Fleet Defender: The F-14 Tomcat Simulation,2014-10-30,0,0,16,2,0,0
328940,The Deer God                              ,2015-02-27,0,30,283,159,0,0
328990,Koya Rift                                 ,2014-10-27,0,0,13,24,0,0
329000,Data Hacker: Corruption                   ,2014-10-22,0,69,40,43,290,334
329020,Battlegrounds of Eldhelm                  ,2014-10-22,0,18,138,59,10,10
329040,Dungeon Kingdom: Sign of the Moon         ,2015-11-19,0,0,78,17,0,0
329050,Devil May Cry® 4 Special Edition         ,2015-06-23,16,42,5036,509,432,497
329070,SpyParty                                  ,2018-04-12,0,0,366,67,0,0
329110,Gems of War - Puzzle RPG                  ,2014-11-20,0,62,3198,988,503,700
329130,Reassembly                                ,2015-02-19,0,24,2258,173,4,4
329190,Volo Airsport                             ,2014-12-04,0,0,109,52,0,0
329200,Astray                                    ,2015-02-03,0,0,140,60,0,0
329240,The Weaponographist                       ,2015-04-29,0,24,56,18,0,0
329280,Avalon Lords: Dawn Rises                  ,2016-04-28,0,21,75,54,0,0
329310,Tile Miner                                ,2014-10-24,0,0,34,17,0,0
329320,QbQbQb                                    ,2014-10-29,0,6,88,11,0,0
329340,cloudphobia                               ,2016-12-07,0,17,11,3,0,0
329380,Stealth Inc 2: A Game of Clones           ,2015-04-30,0,12,650,198,234,320
329430,State of Decay: YOSE                      ,2015-04-27,18,72,3894,1224,676,944
329440,Sonic Lost World                          ,2015-11-02,0,100,1000,612,11,11
329460,JumpJet Rex                               ,2015-04-21,0,51,390,40,26,26
329480,Snow Light                                ,2014-10-24,0,0,4,17,0,0
329490,Phantom Breaker: Battle Grounds           ,2015-01-23,0,46,2220,425,121,130
329610,R.B.I. Baseball 15                        ,2015-04-30,0,0,67,90,0,0
329620,Across the Rhine                          ,2014-11-06,0,0,11,10,0,0
329630,Command HQ                                ,2014-11-06,0,0,32,1,0,0
329640,Eradicator                                ,2014-11-06,0,0,45,6,0,0
329650,NAM                                       ,2014-11-06,0,0,144,46,6,6
329660,Silent Service                            ,2014-11-06,0,0,12,4,0,0
329670,Silent Service 2                          ,2014-11-06,0,0,14,9,0,0
329680,Task Force 1942: Surface Naval Action in t,2014-11-06,0,0,11,6,0,0
329690,BasketBelle                               ,2014-12-09,0,4,113,15,0,0
329770,4089: Ghost Within                        ,2015-01-09,0,0,57,35,161,161
329830,The Moon Sliver                           ,2014-10-28,0,0,589,218,0,0
329860,Catlateral Damage                         ,2015-05-27,0,34,858,98,1518,1518
329890,MyRPG Master                              ,2015-02-09,0,0,26,41,0,0
329970,KeeperRL                                  ,2015-03-31,0,0,372,49,0,0
329980,ASA: A Space Adventure - Remastered Editio,2015-03-04,0,0,20,11,0,0
330100,BossConstructor                           ,2016-10-24,0,26,140,42,0,0
330180,Pix the Cat                               ,2015-01-29,0,11,239,60,247,247
330270,Warlocks vs Shadows                       ,2015-08-19,0,21,175,106,41,66
330350,Robotex                                   ,2014-11-19,0,0,286,609,116,137
330370,Reload                                    ,2015-02-13,0,20,56,16,0,0
330390,Grandia® II Anniversary Edition          ,2015-08-24,0,36,1061,102,225,225
330420,The Interactive Adventures of Dog Mendonç,2016-03-03,0,0,122,35,0,0
330450,Runes of Brennos                          ,2015-10-16,0,10,24,7,0,0
330460,Celestial Command                         ,2014-11-20,0,0,261,68,0,0
330470,Over The Void                             ,2014-11-11,0,0,112,51,0,0
330500,planktOs                                  ,2016-02-03,0,0,6,2,0,0
330520,Tail Drift                                ,2014-10-29,0,0,8,7,0,0
330570,Noct                                      ,2015-10-21,0,0,317,208,0,0
330580,Shark Attack Deathmatch 2                 ,2015-05-28,0,22,1101,337,0,0
330590,Independence War™ Deluxe Edition        ,2016-08-10,0,0,5,3,0,0
330620,It's A Wipe!                              ,2014-12-11,0,25,87,25,593,593
330660,Luna's Wandering Stars                    ,2015-05-15,0,55,51,32,0,0
330670,DiscStorm                                 ,2015-08-20,0,30,28,3,0,0
330680,Solar Struggle                            ,2014-11-18,0,37,4,18,0,0
330720,Flashpoint Campaigns: Red Storm Player's E,2014-11-21,0,0,117,11,0,0
330770,Radial-G : Racing Revolved                ,2016-03-28,0,28,110,29,0,0
330820,2064: Read Only Memories                  ,2015-10-06,0,64,872,240,326,326
330830,Tales from the Borderlands                ,2014-11-25,18,35,14338,697,524,518
330880,Redemption                                ,2016-08-11,0,0,13,8,0,0
330990,Demon Hunter: Chronicles from Beyond      ,2014-12-04,0,28,180,105,248,283
331120,Passing Pineview Forest                   ,2014-11-21,0,0,1100,530,1,1
331160,Disney•Pixar Cars                       ,2015-02-24,0,0,197,73,0,0
331190,Master Spy                                ,2015-09-08,0,0,200,47,13,13
331200,Grass Simulator                           ,2015-04-01,0,0,491,389,0,0
331210,"Bolt Riley, A Reggae Adventure            ",2018-02-08,0,0,21,20,0,0
331220,Thief Town                                ,2014-12-04,0,32,122,33,182,182
331290,Miko Gakkou: Second Year                  ,2014-11-13,0,0,12,3,0,0
331340,Tulpa                                     ,2015-01-29,0,10,103,93,127,127
331360,Heavy Metal Machines                      ,2018-09-19,0,0,1826,747,46,20
331390,Winged Sakura: Mindy's Arc                ,2014-11-07,0,32,133,19,1262,1262
331400,Luna: Shattered Hearts: Episode 1         ,2014-11-24,0,18,10,37,74,74
331440,bit Dungeon II                            ,2014-12-15,0,15,1599,346,113,113
331450,Disney•Pixar Finding Nemo               ,2015-02-24,0,0,42,22,0,0
331460,Rooms: The Unsolvable Puzzle              ,2015-05-01,0,21,82,10,0,0
331470,Everlasting Summer                        ,2014-11-19,0,14,31230,1538,249,98
331480,Pinstripe                                 ,2017-04-24,0,12,1073,126,449,449
331500,Executive Assault                         ,2015-07-17,0,0,1180,185,363,363
331510,Amphora                                   ,2014-11-12,0,7,122,26,0,0
331570,Wimp: Who Stole My Pants?                 ,2015-06-05,0,31,29,7,0,0
331580,ULTRAWORLD EXODUS                         ,2014-12-04,0,0,39,16,0,0
331600,One Piece Pirate Warriors 3               ,2015-08-27,0,40,4456,962,311,440
331650,Carmageddon TDR 2000                      ,2014-12-04,0,0,178,75,0,0
331670,The Jackbox Party Pack                    ,2014-11-26,0,20,774,72,30,30
331690,Crossing Souls                            ,2018-02-13,0,32,610,132,257,257
331720,Survivor Squad: Gauntlets                 ,2015-11-16,0,86,119,31,0,0
331750,Disney•Pixar WALL-E                     ,2015-02-24,0,0,109,10,0,0
331760,Supreme League of Patriots                ,2015-01-29,0,35,54,27,0,0
331790,Data Hacker: Reboot                       ,2015-04-17,0,40,107,65,222,234
331870,AER Memories of Old                       ,2017-10-25,0,20,1473,284,73,119
331880,Truck Mechanic Simulator 2015             ,2015-05-01,0,0,65,72,0,0
331910,Beach Resort Simulator                    ,2014-11-28,0,36,14,29,0,0
331920,Airline Tycoon Deluxe                     ,2014-11-14,0,0,155,63,0,0
331970,Disney's Treasure Planet: Battle of Procyo,2015-02-24,0,0,93,5,0,0
331980,Last Inua                                 ,2014-12-11,0,17,97,80,222,222
332070,School of Dragons                         ,2014-12-04,0,110,1851,1778,272,54
332150,LEVEL UP!                                 ,2014-11-24,0,0,2,2,0,0
332200,Axiom Verge                               ,2015-05-14,0,29,3084,187,377,492
332250,The Next Penelope                         ,2015-05-29,0,23,167,47,0,0
332260,Disney•Pixar Cars Mater-National Champio,2015-02-24,0,0,51,9,0,0
332270,Gunmetal Arcadia                          ,2017-02-07,0,29,30,7,0,0
332310,LEGO® Worlds                             ,2017-03-07,0,71,9013,2738,723,783
332330,PixelJunk™ Shooter Ultimate             ,2015-10-21,0,27,71,13,0,0
332360,Spriter Pro                               ,2014-11-14,0,0,208,55,0,0
332370,Miko Gakkou Monogatari: Kaede Episode     ,2015-11-26,0,16,10,1,0,0
332380,Asguaard                                  ,2015-04-10,0,50,73,12,0,0
332390,Undefeated                                ,2015-04-03,0,23,112,17,0,0
332400,Girlfriend Rescue                         ,2015-07-10,0,69,132,18,0,0
332410,Moonchild                                 ,2016-04-22,0,23,96,20,0,0
332480,Phoenix Force                             ,2014-11-13,0,9,486,93,333,395
332490,Battle Fleet 2                            ,2014-11-20,0,17,213,65,0,0
332500,GRAV                                      ,2015-01-08,0,0,3484,3010,509,853
332530,Shutshimi                                 ,2015-08-25,0,12,68,42,0,0
332540,We Slay Monsters                          ,2017-06-21,0,58,53,3,0,0
332570,Amazing Frog?                             ,2014-11-21,0,0,1514,242,646,757
332580,Mimpi                                     ,2015-01-20,0,0,174,26,0,0
332610,Mystik Belle                              ,2015-05-22,0,15,142,16,0,0
332620,PONCHO                                    ,2015-11-03,0,15,113,49,0,0
332630,The Guilt and the Shadow                  ,2015-02-02,0,14,31,5,0,0
332650,The Exiled                                ,2017-02-23,0,0,216,224,11,11
332700,Mike was Сursed                          ,2018-04-19,0,0,47,14,263,269
332710,1Quest                                    ,2014-12-03,0,9,82,67,55,55
332730,Barbarian Brawl                           ,2015-02-12,0,15,16,17,0,0
332760,Friendship Club                           ,2015-03-24,0,0,14,3,0,0
332780,National Zombie Park                      ,2014-12-15,0,0,59,96,210,215
332790,Darkness Assault                          ,2015-02-06,0,15,201,255,276,275
332800,Five Nights at Freddy's 2                 ,2014-11-10,0,0,8032,851,171,118
332810,Midnight Mysteries: Witches of Abraham - C,2014-11-24,0,0,22,7,0,0
332830,Prelogate                                 ,2014-12-10,0,16,77,5,0,0
332880,Don't Shoot Yourself!                     ,2015-04-10,0,12,21,4,0,0
332950,Dark Deception                            ,2018-09-26,0,15,961,118,24,34
333100,Demesne                                   ,2016-03-11,0,0,33,30,0,0
333120,Inside The Gear                           ,2014-11-21,0,250,41,59,239,249
333130,Do Not Fall                               ,2014-12-18,0,13,10,1,0,0
